osgb4000000074564811,http://data.ordnancesurvey.co.uk/id/osgb4000000074564811,Baile Mhàrtainn,gla,Balmartin,eng,populatedPlace,Hamlet,72414.810,873365.480,5000,25000,72196.306,872889.017,72696.306,873793.898,HS6,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS6,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074543326,http://data.ordnancesurvey.co.uk/id/osgb4000000074543326,Grìminis,,,,populatedPlace,Other Settlement,75214.000,875880.000,15000,25000,74963.723,875623.755,75463.723,876166.689,HS6,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS6,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074542603,http://data.ordnancesurvey.co.uk/id/osgb4000000074542603,Baile Raghnill,gla,Balranald,eng,populatedPlace,Hamlet,72376.000,870095.000,5000,25000,71780.220,869676.707,72981.690,870425.742,HS6,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS6,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074542680,http://data.ordnancesurvey.co.uk/id/osgb4000000074542680,Baile Sear,gla,Baleshare,eng,populatedPlace,Other Settlement,78847.720,861686.710,15000,25000,78528.143,861136.002,79367.663,863382.219,HS6,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS6,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS65DG,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS65DG,HS6 5DG,,,,other,Postcode,72416.300,873014.200,3500,18000,,,,,,,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS65DF,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS65DF,HS6 5DF,,,,other,Postcode,72472.317,872394.483,3500,18000,,,,,,,Hosta,http://data.ordnancesurvey.co.uk/id/4000000074564810,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#hamlet,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS65HQ,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS65HQ,HS6 5HQ,,,,other,Postcode,78961.200,862512.100,3500,18000,,,,,,,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS65ES,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS65ES,HS6 5ES,,,,other,Postcode,79661.000,864497.500,3500,18000,,,,,,,Cladach Iolaraigh,http://data.ordnancesurvey.co.uk/id/4000000074336995,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#hamlet,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS65DH,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS65DH,HS6 5DH,,,,other,Postcode,72810.700,874979.000,3500,18000,,,,,,,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS65DZ,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS65DZ,HS6 5DZ,,,,other,Postcode,74473.664,867511.232,3500,18000,,,,,,,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS65DA,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS65DA,HS6 5DA,,,,other,Postcode,79344.400,873559.200,3500,18000,,,,,,,Solas / Sollas,http://data.ordnancesurvey.co.uk/id/4000000074573060,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#otherSettlement,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS65EF,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS65EF,HS6 5EF,,,,other,Postcode,73028.283,868663.357,3500,18000,,,,,,,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS65EB,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS65EB,HS6 5EB,,,,other,Postcode,73874.982,867657.695,3500,18000,,,,,,,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS65DQ,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS65DQ,HS6 5DQ,,,,other,Postcode,72561.286,873609.200,3500,18000,,,,,,,Baile Mhàrtainn / Balmartin,http://data.ordnancesurvey.co.uk/id/4000000074564811,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#hamlet,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS65DW,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS65DW,HS6 5DW,,,,other,Postcode,72380.700,870072.891,3500,18000,,,,,,,Baile Raghnill / Balranald,http://data.ordnancesurvey.co.uk/id/4000000074542603,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#hamlet,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS65DX,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS65DX,HS6 5DX,,,,other,Postcode,74862.100,867951.300,3500,18000,,,,,,,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS65BY,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS65BY,HS6 5BY,,,,other,Postcode,78461.069,873230.904,3500,18000,,,,,,,Botarubha / Botarua,http://data.ordnancesurvey.co.uk/id/4000000074564504,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#hamlet,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS65BZ,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS65BZ,HS6 5BZ,,,,other,Postcode,75120.700,875877.333,3500,18000,,,,,,,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS65EW,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS65EW,HS6 5EW,,,,other,Postcode,77075.600,866723.800,3500,18000,,,,,,,Claddach Kyles / Cladach a' Chaolais,http://data.ordnancesurvey.co.uk/id/4000000074542633,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#hamlet,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS65ED,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS65ED,HS6 5ED,,,,other,Postcode,73617.761,868352.793,3500,18000,,,,,,,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS65DT,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS65DT,HS6 5DT,,,,other,Postcode,75668.450,868027.510,3500,18000,,,,,,,Cladach Chnoc a Lin,http://data.ordnancesurvey.co.uk/id/4000000074336992,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#hamlet,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS65DU,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS65DU,HS6 5DU,,,,other,Postcode,76436.300,867300.700,3500,18000,,,,,,,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS65HG,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS65HG,HS6 5HG,,,,other,Postcode,79427.824,862072.645,3500,18000,,,,,,,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS65ET,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS65ET,HS6 5ET,,,,other,Postcode,79931.433,863683.400,3500,18000,,,,,,,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS65DL,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS65DL,HS6 5DL,,,,other,Postcode,71267.948,870967.524,3500,18000,,,,,,,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS65AL,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS65AL,HS6 5AL,,,,other,Postcode,77502.465,866152.026,3500,18000,,,,,,,Claddach Kirkibost / Cladach Chirceboist,http://data.ordnancesurvey.co.uk/id/4000000074542541,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS65DY,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS65DY,HS6 5DY,,,,other,Postcode,75456.000,867226.100,3500,18000,,,,,,,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS65DE,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS65DE,HS6 5DE,,,,other,Postcode,71641.400,871817.500,3500,18000,,,,,,,Tigh a' Ghearraidh / Tigharry,http://data.ordnancesurvey.co.uk/id/4000000074336989,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS65BX,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS65BX,HS6 5BX,,,,other,Postcode,79551.955,874060.086,3500,18000,,,,,,,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS65DS,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS65DS,HS6 5DS,,,,other,Postcode,74897.200,868305.100,3500,18000,,,,,,,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
692f8efd-f059-4a70-ba88-1bede443dff5,http://data.ordnancesurvey.co.uk/id/692f8efd-f059-4a70-ba88-1bede443dff5,Committee Road,,,,transportNetwork,Section Of Named Road,76937.000,867295.000,2000,25000,76819.186,867163.584,77063.464,867446.823,HS6,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS6,Claddach Kyles / Cladach a' Chaolais,http://data.ordnancesurvey.co.uk/id/4000000074542633,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#hamlet,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,osgb4000000003423769,,
osgb4000000003423769,http://data.ordnancesurvey.co.uk/id/osgb4000000003423769,Committee Road,,,,transportNetwork,Named Road,78645.000,869700.416,20000,38000,76819.186,867163.584,79205.000,872975.000,HS6,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS6,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb5000005105868098,http://data.ordnancesurvey.co.uk/id/osgb5000005105868098,Slighe Ruairidh Alasdair,,,,transportNetwork,Named Road,77525.054,866176.036,1000,20000,77493.254,866130.249,77557.174,866223.695,HS6,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS6,Claddach Kirkibost / Cladach Chirceboist,http://data.ordnancesurvey.co.uk/id/4000000074542541,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS65EP,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS65EP,HS6 5EP,,,,other,Postcode,78170.058,865639.858,3500,18000,,,,,,,Claddach Kirkibost / Cladach Chirceboist,http://data.ordnancesurvey.co.uk/id/4000000074542541,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
